Lambda	        A	     B	     C	    D	     E	      F	      G	     H	      I	      J
2995.34143	0.41447	0.64558	1.3638	0.71571	3.21915	0.59021	2.68255	4.33779	1.78313	0.17038
2993.41268	0.41079	0.64729	1.36155	0.71922	3.22393	0.58765	2.68593	4.33915	1.78413	0.16839
2991.48394	0.40952	0.65391	1.36535	0.72241	3.2371	0.58391	2.69424	4.35882	1.78713	0.17346
2989.55519	0.41135	0.65952	1.36803	0.72015	3.2385	0.58131	2.69272	4.36727	1.78491	0.18148
2987.62645	0.41253	0.66008	1.36478	0.71665	3.22843	0.58179	2.68204	4.35058	1.77842	0.18354
2985.6977	0.41399	0.65862	1.36143	0.71838	3.22247	0.58223	2.67428	4.33388	1.77447	0.18199
2983.76896	0.41719	0.65845	1.36547	0.72038	3.22759	0.5833	2.67581	4.33704	1.77392	0.18051
2981.84021	0.41726	0.65746	1.37162	0.71944	3.23753	0.58713	2.6823	4.3497	1.77242	0.17721
2979.91146	0.41439	0.65521	1.37126	0.71926	3.24051	0.5893	2.68265	4.3524	1.77085	0.17461
2977.98272	0.41512	0.65359	1.36957	0.72242	3.23568	0.58876	2.67989	4.34515	1.7758	0.17657
2976.05397	0.41828	0.65537	1.37455	0.72977	3.23917	0.59114	2.68951	4.351	1.78972	0.18132
2974.12523	0.41923	0.66239	1.37954	0.7352	3.25106	0.59692	2.70361	4.36667	1.80004	0.1864
2972.19648	0.42085	0.67082	1.3756	0.73331	3.25153	0.59894	2.70199	4.36403	1.79574	0.18952
2970.26774	0.42351	0.67304	1.36838	0.73082	3.24291	0.59337	2.6927	4.35077	1.78907	0.18706
2968.33899	0.42348	0.66855	1.36743	0.73145	3.24501	0.58808	2.69398	4.35564	1.79155	0.18042
2966.41025	0.42323	0.66402	1.37359	0.72917	3.25391	0.58942	2.69992	4.37289	1.79329	0.17571
2964.4815	0.42488	0.66179	1.38197	0.72499	3.25456	0.59114	2.7019	4.37982	1.78807	0.17362
2962.55276	0.42413	0.66152	1.38636	0.72628	3.25464	0.58746	2.70503	4.37952	1.7869	0.17057
2960.62401	0.42027	0.66457	1.38469	0.73186	3.26549	0.58323	2.70853	4.38398	1.79463	0.16786
2958.69527	0.42082	0.67025	1.38225	0.73439	3.27895	0.58394	2.70823	4.39005	1.80031	0.16883
2956.76652	0.42723	0.67477	1.38336	0.73327	3.28411	0.585	2.70615	4.39325	1.79811	0.17237
2954.83778	0.4299	0.67469	1.38459	0.73324	3.28017	0.58241	2.70481	4.39527	1.79593	0.17655
2952.90903	0.42634	0.67239	1.38213	0.73295	3.27191	0.5799	2.70404	4.39227	1.79826	0.1822
2950.98029	0.42414	0.67002	1.37697	0.72893	3.26355	0.57966	2.69997	4.37892	1.80041	0.18699
2949.05154	0.42548	0.66676	1.37092	0.72277	3.25559	0.58188	2.69145	4.36452	1.79786	0.18556
2947.12279	0.42699	0.66746	1.36803	0.71942	3.25252	0.58657	2.68738	4.3638	1.793	0.17972
2945.19405	0.42703	0.67427	1.37066	0.72178	3.25993	0.59169	2.69243	4.37452	1.79038	0.1775
2943.2653	0.4261	0.67959	1.37391	0.7263	3.27135	0.59461	2.69952	4.38289	1.78977	0.18312
2941.33656	0.42702	0.67903	1.37818	0.72972	3.27787	0.59531	2.70502	4.38654	1.79296	0.18949
2939.40781	0.43142	0.67573	1.38733	0.73152	3.27982	0.59681	2.71029	4.39311	1.8023	0.187
2937.47907	0.43613	0.67235	1.39376	0.72866	3.28009	0.59921	2.71391	4.40083	1.81206	0.18031
2935.55032	0.43614	0.66924	1.39228	0.72104	3.28019	0.59962	2.71253	4.4002	1.8169	0.17992
2933.62158	0.43034	0.66695	1.38747	0.71448	3.27761	0.59607	2.70314	4.38671	1.81437	0.18554
2931.69283	0.42288	0.66663	1.37818	0.71156	3.26417	0.58873	2.68586	4.36005	1.79925	0.18753
2929.76409	0.41816	0.66796	1.36571	0.71078	3.24447	0.58315	2.66984	4.33459	1.77802	0.18077
2927.83534	0.41966	0.66868	1.3606	0.7124	3.23434	0.58457	2.6633	4.33141	1.76964	0.17287
2925.9066	0.42734	0.66803	1.36773	0.71624	3.23992	0.58862	2.666	4.34813	1.77913	0.17094
2923.97785	0.43446	0.66805	1.38099	0.72146	3.25728	0.58936	2.67777	4.37013	1.7942	0.17267
2922.04911	0.43715	0.66913	1.38717	0.72547	3.26988	0.58694	2.6879	4.38072	1.79907	0.17457
2920.12036	0.43932	0.66993	1.38328	0.72623	3.26935	0.58248	2.68747	4.37536	1.79284	0.17643
2918.19162	0.44173	0.67078	1.38079	0.7279	3.26927	0.58002	2.68619	4.37185	1.79166	0.17769
2916.26287	0.44097	0.67257	1.38384	0.73189	3.27113	0.583	2.68751	4.37309	1.79713	0.17956
2914.33413	0.44027	0.67613	1.39074	0.73449	3.27343	0.58793	2.69252	4.37641	1.80001	0.18422
2912.40538	0.44308	0.68191	1.39841	0.73453	3.28338	0.5929	2.70229	4.38576	1.80336	0.18602
2910.47663	0.44667	0.68867	1.39901	0.73348	3.29331	0.59681	2.70864	4.39166	1.81129	0.17986
2908.54789	0.45111	0.69314	1.39539	0.7341	3.29856	0.59892	2.71413	4.39539	1.82146	0.17276
2906.61914	0.45604	0.6925	1.39936	0.73828	3.31024	0.60256	2.7264	4.4125	1.83081	0.17406
2904.6904	0.45687	0.69148	1.41059	0.74434	3.32955	0.60523	2.73871	4.43838	1.8364	0.18315
2902.76165	0.45264	0.69584	1.4186	0.749	3.34489	0.60334	2.74233	4.44984	1.83538	0.18947
2900.83291	0.44826	0.69955	1.41943	0.75214	3.35354	0.60154	2.74351	4.44497	1.83168	0.18889
2898.90416	0.44898	0.69833	1.41844	0.75577	3.36264	0.60393	2.75294	4.44658	1.83552	0.18736
2896.97542	0.45355	0.70077	1.42	0.75791	3.37267	0.60942	2.76555	4.45878	1.84723	0.18617
2895.04667	0.45637	0.7076	1.4218	0.75319	3.37437	0.61397	2.76482	4.46046	1.85336	0.18473
2893.11793	0.45648	0.70874	1.41949	0.74213	3.36357	0.61418	2.74969	4.44509	1.84835	0.18504
2891.18918	0.45717	0.70723	1.4156	0.73487	3.35662	0.61217	2.74282	4.43915	1.84655	0.18514
2889.26044	0.45927	0.71168	1.4179	0.73878	3.36834	0.61196	2.75549	4.45656	1.85717	0.18284
2887.33169	0.46019	0.71733	1.42521	0.75127	3.38437	0.61233	2.76921	4.47238	1.8695	0.17949
2885.40295	0.45883	0.71756	1.4296	0.76373	3.39179	0.61131	2.77147	4.47556	1.87368	0.17747
2883.4742	0.45755	0.71457	1.43186	0.76728	3.39953	0.61176	2.77371	4.48375	1.87146	0.17862
2881.54546	0.45849	0.71271	1.43361	0.76406	3.40571	0.61404	2.7787	4.49416	1.86821	0.18219
2879.61671	0.46144	0.71371	1.43279	0.76377	3.40395	0.61541	2.77746	4.49312	1.87038	0.18409
2877.68796	0.46491	0.7185	1.43335	0.76726	3.40896	0.61767	2.77562	4.49286	1.88027	0.18185
2875.75922	0.46664	0.72572	1.43734	0.77003	3.42546	0.62183	2.78068	4.50176	1.88936	0.1805
2873.83047	0.46612	0.72879	1.43941	0.76979	3.43077	0.6222	2.78302	4.49996	1.88725	0.18241
2871.90173	0.46703	0.72781	1.43979	0.76752	3.42244	0.61881	2.7796	4.48986	1.88107	0.18083
2869.97298	0.47183	0.7311	1.44691	0.76823	3.43046	0.6207	2.78685	4.50596	1.8878	0.17679
2868.04424	0.47471	0.73666	1.45895	0.77072	3.45457	0.62636	2.80499	4.54028	1.90132	0.17718
2866.11549	0.47039	0.73885	1.46455	0.7695	3.4642	0.62788	2.81725	4.55684	1.90494	0.18139
2864.18675	0.46667	0.73959	1.46404	0.76885	3.46006	0.62834	2.8217	4.56006	1.90401	0.18754
2862.258	0.46887	0.73805	1.46341	0.7728	3.4573	0.62889	2.82024	4.56051	1.90422	0.19341
2860.32926	0.46942	0.73366	1.461	0.77303	3.4488	0.62472	2.81063	4.54572	1.8974	0.19432
2858.40051	0.46554	0.72988	1.4526	0.76265	3.42778	0.61813	2.79358	4.51102	1.88254	0.19006
2856.47177	0.4657	0.73007	1.44358	0.75252	3.41348	0.61575	2.77985	4.48652	1.87269	0.18512
2854.54302	0.47296	0.73795	1.44578	0.75742	3.42637	0.62041	2.78453	4.5045	1.87946	0.18285
2852.61428	0.47737	0.75028	1.45685	0.77122	3.44878	0.62806	2.80109	4.54259	1.89605	0.18329
2850.68553	0.47334	0.75669	1.46338	0.77612	3.45007	0.63031	2.80956	4.55684	1.90512	0.18418
2848.75679	0.46811	0.75252	1.46124	0.76911	3.43283	0.62404	2.80363	4.53698	1.90122	0.18284
2846.82804	0.46888	0.74595	1.45955	0.76272	3.42593	0.61789	2.79902	4.51296	1.89683	0.17869
2844.89929	0.47443	0.7474	1.46602	0.76629	3.44402	0.62104	2.81005	4.51857	1.90235	0.17414
2842.97055	0.47896	0.75459	1.47602	0.77695	3.47248	0.63127	2.82775	4.54911	1.91587	0.1741
2841.0418	0.48424	0.76256	1.48406	0.78854	3.49748	0.64126	2.84414	4.58445	1.93344	0.1811
2839.11306	0.49183	0.77091	1.48865	0.79777	3.51253	0.64579	2.85528	4.60825	1.94583	0.19045
2837.18431	0.49537	0.77364	1.48954	0.79975	3.51289	0.64562	2.85286	4.60908	1.9461	0.19345
2835.25557	0.49526	0.77006	1.48852	0.79453	3.50953	0.64761	2.84518	4.59819	1.94202	0.18719
2833.32682	0.49462	0.76982	1.48732	0.7923	3.5133	0.65084	2.84537	4.59297	1.94137	0.18094
2831.39808	0.49278	0.77317	1.49003	0.79658	3.51854	0.64669	2.84933	4.59169	1.94319	0.18215
2829.46933	0.49138	0.77237	1.495	0.79745	3.51192	0.63658	2.84705	4.57948	1.9424	0.18584
2827.54059	0.49205	0.76836	1.49643	0.79289	3.49423	0.63084	2.83826	4.55991	1.93761	0.18669
2825.61184	0.49311	0.76726	1.49868	0.79162	3.48578	0.63225	2.83204	4.55585	1.93539	0.18517
2823.6831	0.49112	0.7713	1.50587	0.79292	3.49469	0.63634	2.83655	4.57385	1.9398	0.18391
2821.75435	0.48667	0.7781	1.51178	0.79318	3.50849	0.6419	2.84934	4.59661	1.94517	0.18551
2819.82561	0.4846	0.7826	1.51033	0.79481	3.51849	0.64802	2.86102	4.60656	1.94942	0.18996
2817.89686	0.487	0.78439	1.50801	0.79711	3.52931	0.64986	2.86972	4.60975	1.95982	0.19416
2815.96812	0.49183	0.78827	1.51292	0.79977	3.54291	0.64816	2.87604	4.6181	1.97423	0.19604
2814.03937	0.49545	0.79401	1.51748	0.80302	3.54738	0.64951	2.87416	4.62231	1.97838	0.19807
2812.11063	0.49489	0.79817	1.51716	0.8053	3.54182	0.65406	2.86748	4.61825	1.97013	0.20048
2810.18188	0.49169	0.80054	1.5228	0.80687	3.54452	0.65701	2.86837	4.62181	1.96568	0.19882
2808.25313	0.49394	0.80106	1.53345	0.80548	3.55805	0.65704	2.8752	4.63566	1.97214	0.19433
2806.32439	0.5045	0.80044	1.53325	0.80246	3.56597	0.65473	2.87927	4.64467	1.97885	0.19216
2804.39564	0.51449	0.80061	1.52366	0.804	3.56383	0.65119	2.88219	4.64494	1.98179	0.19038
2802.4669	0.51854	0.80108	1.523	0.80928	3.56333	0.65046	2.8873	4.64923	1.98533	0.18537
2800.53815	0.5167	0.80042	1.53534	0.81412	3.5709	0.6533	2.89535	4.66387	1.99002	0.1805
2798.60941	0.50947	0.80053	1.54725	0.81817	3.57894	0.6546	2.90531	4.67612	1.99558	0.18086
2796.68066	0.50465	0.80533	1.54828	0.82121	3.58078	0.65393	2.90934	4.67464	1.9991	0.18658
2794.75192	0.50723	0.81318	1.54194	0.8199	3.57865	0.65611	2.90389	4.66436	1.99773	0.19231
2792.82317	0.51125	0.81895	1.53806	0.81652	3.57598	0.6604	2.89906	4.65625	1.99799	0.19503
2790.89443	0.5121	0.82094	1.53804	0.81592	3.57423	0.66025	2.89867	4.65231	2.00285	0.1982
2788.96568	0.51079	0.82099	1.53909	0.81471	3.57342	0.65364	2.89241	4.64596	2.00396	0.20065
2787.03694	0.51191	0.82144	1.54273	0.81383	3.57582	0.64752	2.88191	4.64015	2.00022	0.19733
2785.10819	0.51846	0.82012	1.54633	0.81887	3.58284	0.65005	2.88085	4.64262	1.99848	0.19374
2783.17945	0.52511	0.81854	1.54888	0.8254	3.59147	0.6603	2.891	4.65466	2.00128	0.19715
2781.2507	0.52486	0.82453	1.55489	0.82587	3.59948	0.66776	2.90201	4.67083	2.00643	0.20269
2779.32196	0.51958	0.83435	1.56258	0.82231	3.60476	0.66788	2.9057	4.6777	2.00898	0.20399
2777.39321	0.51777	0.83982	1.5716	0.82445	3.61032	0.67039	2.90896	4.67896	2.01079	0.20212
2775.46446	0.52182	0.8428	1.58182	0.83364	3.62068	0.67856	2.91939	4.68879	2.01759	0.20008
2773.53572	0.52622	0.84416	1.58501	0.83981	3.62613	0.68172	2.92469	4.69526	2.02446	0.19935
2771.60697	0.52963	0.84432	1.58192	0.83939	3.62147	0.67796	2.9176	4.69048	2.02715	0.19938
2769.67823	0.53448	0.84806	1.58302	0.83897	3.62139	0.67559	2.91488	4.69388	2.03246	0.1988
2767.74948	0.5388	0.85484	1.5891	0.84172	3.63081	0.67697	2.92611	4.70897	2.0412	0.19868
2765.82074	0.54059	0.85783	1.5905	0.84323	3.63521	0.68072	2.93534	4.71386	2.04362	0.2002
2763.89199	0.53933	0.85588	1.58585	0.84153	3.63435	0.6844	2.93373	4.70741	2.04132	0.2013
2761.96325	0.53577	0.85831	1.58878	0.84158	3.64614	0.68564	2.93776	4.71582	2.04716	0.20262
2760.0345	0.53461	0.86598	1.59887	0.84486	3.65998	0.68458	2.94539	4.72858	2.05362	0.20638
2758.10576	0.53658	0.86729	1.59744	0.84631	3.64837	0.68093	2.93365	4.71109	2.04307	0.20814
2756.17701	0.54009	0.86507	1.58851	0.84764	3.63225	0.67807	2.91712	4.69168	2.0295	0.20584
2754.24827	0.54501	0.86834	1.59009	0.85339	3.64129	0.67904	2.92304	4.70356	2.03389	0.20449
2752.31952	0.54663	0.87186	1.59873	0.85827	3.6582	0.67918	2.94008	4.71964	2.0472	0.20437
2750.39078	0.54423	0.87103	1.6046	0.85952	3.66437	0.67752	2.94919	4.72402	2.05439	0.20153
2748.46203	0.54202	0.86852	1.60599	0.85991	3.66013	0.67833	2.94695	4.72311	2.05411	0.19713
2746.53329	0.53885	0.86733	1.60296	0.85695	3.6484	0.67984	2.93608	4.71491	2.05037	0.19575
2744.60454	0.53475	0.87104	1.6005	0.85097	3.64159	0.67838	2.92762	4.70966	2.04844	0.19872
2742.67579	0.53573	0.87801	1.6023	0.84725	3.6441	0.67426	2.92644	4.71453	2.04924	0.2016
2740.74705	0.54335	0.88141	1.60539	0.84894	3.64628	0.67005	2.92657	4.71977	2.05072	0.20046
2738.8183	0.55202	0.8816	1.60764	0.85641	3.64828	0.67062	2.92996	4.723	2.0536	0.1993
2736.88956	0.55547	0.88285	1.60636	0.86397	3.64939	0.67535	2.93616	4.72057	2.0537	0.20178
2734.96081	0.55073	0.88324	1.60029	0.86513	3.6422	0.67673	2.93331	4.70296	2.04726	0.20455
2733.03207	0.54611	0.88338	1.59935	0.86488	3.64068	0.67603	2.92848	4.6925	2.04669	0.20466
2731.10332	0.55059	0.88863	1.61046	0.87061	3.65927	0.68115	2.94224	4.71802	2.06107	0.20381
2729.17458	0.55811	0.89793	1.62469	0.87714	3.6808	0.69003	2.96548	4.75779	2.07749	0.20389
2727.24583	0.56075	0.90503	1.63178	0.87484	3.68544	0.69244	2.97188	4.77158	2.08262	0.2031
2725.31709	0.56003	0.9085	1.63242	0.86706	3.68118	0.68612	2.96475	4.76395	2.08141	0.20176
2723.38834	0.56222	0.91244	1.63693	0.86647	3.68945	0.68239	2.96894	4.7724	2.08771	0.2045
2721.4596	0.56774	0.91657	1.64723	0.87449	3.70443	0.68863	2.98333	4.79473	2.10094	0.2108
2719.53085	0.5685	0.9189	1.64988	0.88033	3.70049	0.6953	2.98474	4.79309	2.10312	0.21334
2717.60211	0.56401	0.92154	1.6409	0.87917	3.68333	0.69104	2.97346	4.77166	2.08905	0.20918
2715.67336	0.56175	0.92429	1.62992	0.87645	3.67445	0.68176	2.96401	4.75727	2.07479	0.20426
2713.74462	0.56362	0.9276	1.62747	0.87954	3.68038	0.68259	2.963	4.75746	2.07418	0.20254
2711.81587	0.56792	0.9332	1.63833	0.88823	3.70062	0.69398	2.97708	4.77804	2.08696	0.20438
2709.88712	0.57401	0.93976	1.65512	0.8949	3.72378	0.70172	2.99872	4.80909	2.10404	0.2105
2707.95838	0.58048	0.94444	1.66693	0.89551	3.73357	0.69956	3.0078	4.8218	2.11548	0.21542
2706.02963	0.58328	0.94493	1.67021	0.89242	3.72784	0.69415	3.00253	4.80965	2.1168	0.21339
2704.10089	0.578	0.9437	1.6699	0.88876	3.71447	0.69197	2.99399	4.79263	2.1118	0.20743
2702.17214	0.56875	0.94396	1.67279	0.88643	3.70433	0.69377	2.98975	4.78965	2.1083	0.20251
2700.2434	0.56632	0.94544	1.67796	0.8882	3.70633	0.69832	2.99393	4.80304	2.10974	0.2017
2698.31465	0.57096	0.94854	1.67839	0.89343	3.70956	0.70177	2.99567	4.8125	2.11008	0.20437
2696.38591	0.57479	0.95375	1.67381	0.89807	3.70192	0.69995	2.98583	4.80517	2.10618	0.20716
2694.45716	0.57845	0.95851	1.67186	0.90058	3.69721	0.69652	2.97901	4.79925	2.10658	0.20992
2692.52842	0.58493	0.95856	1.67241	0.89956	3.70246	0.69569	2.97937	4.8013	2.11209	0.21373
2690.59967	0.58953	0.95658	1.67192	0.89755	3.707	0.6961	2.97548	4.79883	2.11391	0.21674
2688.67093	0.58909	0.95851	1.67384	0.89958	3.70701	0.69735	2.96911	4.79426	2.11114	0.21609
2686.74218	0.58645	0.96224	1.67627	0.90215	3.70036	0.6996	2.96439	4.78993	2.10523	0.21163
2684.81344	0.58382	0.96515	1.67364	0.90121	3.68862	0.70257	2.9608	4.78248	2.09797	0.20797
2682.88469	0.58354	0.96931	1.67084	0.90025	3.68498	0.70679	2.96486	4.78343	2.0988	0.20945
2680.95595	0.5857	0.97363	1.67234	0.9015	3.69175	0.71132	2.97827	4.79838	2.11102	0.21451
2679.0272	0.58572	0.97366	1.67239	0.90302	3.6953	0.71276	2.98713	4.81072	2.12298	0.21902
2677.09846	0.5834	0.96871	1.67006	0.90365	3.69412	0.70969	2.9863	4.81245	2.1263	0.22115
2675.16971	0.58219	0.96429	1.67097	0.90343	3.69572	0.70515	2.98449	4.81045	2.12467	0.22034
2673.24096	0.58437	0.9673	1.67586	0.90421	3.69685	0.70129	2.98456	4.80822	2.12304	0.21676
2671.31222	0.59054	0.9754	1.68088	0.90839	3.69122	0.69907	2.98277	4.8052	2.12069	0.21268
2669.38347	0.59476	0.97863	1.68349	0.91365	3.68174	0.69959	2.97524	4.80203	2.11616	0.21028
2667.45473	0.59322	0.97929	1.69167	0.91749	3.68561	0.70127	2.97251	4.81459	2.11782	0.21042
2665.52598	0.59206	0.98586	1.70877	0.92152	3.70782	0.70223	2.98536	4.84864	2.12933	0.21183
2663.59724	0.59307	0.99294	1.72089	0.9261	3.72422	0.7032	2.99865	4.87332	2.13722	0.21234
2661.66849	0.59206	0.99335	1.71964	0.92845	3.72298	0.70385	2.99827	4.87024	2.136	0.21244
2659.73975	0.59169	0.99261	1.71136	0.92772	3.72029	0.70356	2.99506	4.86328	2.1366	0.21401
2657.811	0.59508	0.99711	1.70809	0.92661	3.72681	0.70438	3.00237	4.87473	2.144	0.21795
2655.88226	0.59832	1.00325	1.71413	0.92624	3.73154	0.70494	3.0115	4.88882	2.14824	0.22249
2653.95351	0.5997	1.00815	1.72333	0.92801	3.72982	0.7038	3.01296	4.89174	2.14496	0.22484
2652.02477	0.60184	1.01477	1.73088	0.93416	3.73226	0.70349	3.0132	4.89371	2.14223	0.22389
2650.09602	0.60267	1.01905	1.72917	0.93836	3.72784	0.70251	3.00685	4.88111	2.137	0.22106
2648.16728	0.59786	1.01403	1.71574	0.93453	3.70437	0.69936	2.98754	4.84377	2.12246	0.21951
2646.23853	0.59148	1.0045	1.70425	0.92855	3.6822	0.69822	2.96913	4.81054	2.10621	0.21781
2644.30979	0.59106	1.00136	1.70488	0.92643	3.6801	0.70272	2.96482	4.80198	2.09998	0.21405
2642.38104	0.59597	1.00873	1.71514	0.92893	3.69461	0.71037	2.97433	4.81565	2.10778	0.21158
2640.45229	0.60191	1.02071	1.72845	0.93503	3.71319	0.7157	2.9892	4.84009	2.12232	0.21212
2638.52355	0.60782	1.02863	1.73841	0.94014	3.72553	0.71717	3.0014	4.85834	2.13318	0.21459
2636.5948	0.61174	1.03016	1.74356	0.9431	3.73316	0.71569	3.00873	4.86733	2.13814	0.21816
2634.66606	0.61098	1.02904	1.74586	0.94765	3.74214	0.71286	3.0147	4.87647	2.14264	0.22148
2632.73731	0.60828	1.02996	1.7458	0.95092	3.7482	0.71058	3.02005	4.88182	2.14871	0.22261
2630.80857	0.60911	1.035	1.74536	0.94874	3.74596	0.70803	3.01789	4.87698	2.1513	0.22255
2628.87982	0.61202	1.03877	1.74365	0.94636	3.73709	0.70535	3.00721	4.8674	2.14791	0.22286
2626.95108	0.61248	1.03698	1.7425	0.94992	3.7308	0.70704	3.00359	4.86488	2.14499	0.22168
2625.02233	0.61207	1.03591	1.75043	0.95677	3.7392	0.71413	3.01705	4.87985	2.151	0.22081
2623.09359	0.61274	1.04035	1.76074	0.95979	3.75225	0.72029	3.02954	4.89697	2.15902	0.22209
2621.16484	0.61324	1.04757	1.76136	0.95751	3.75089	0.72202	3.02532	4.89406	2.15695	0.22201
2619.2361	0.61248	1.05249	1.75893	0.95436	3.7411	0.72337	3.01606	4.882	2.15023	0.22169
2617.30735	0.61061	1.05156	1.76359	0.95308	3.7374	0.72756	3.01553	4.87947	2.14797	0.22388
2615.37861	0.60884	1.04815	1.77298	0.95279	3.73815	0.73119	3.02021	4.88062	2.14867	0.22564
2613.44986	0.60677	1.04554	1.77458	0.94885	3.72736	0.72859	3.0148	4.86442	2.14476	0.22513
2611.52112	0.60497	1.04191	1.76195	0.94092	3.70124	0.72095	2.99352	4.82901	2.13234	0.22504
2609.59237	0.60634	1.03944	1.74646	0.93738	3.68222	0.7164	2.97568	4.80518	2.12213	0.22747
2607.66362	0.61171	1.0423	1.74167	0.94194	3.68742	0.71884	2.98224	4.81475	2.12586	0.22883
2605.73488	0.61935	1.04855	1.74804	0.95069	3.70797	0.72316	3.00453	4.84127	2.13827	0.22699
2603.80613	0.62443	1.05296	1.75803	0.95852	3.72741	0.72398	3.02106	4.86324	2.14887	0.22748
2601.87739	0.621	1.05245	1.7631	0.96033	3.7333	0.72113	3.02314	4.87071	2.14998	0.23018
2599.94864	0.61023	1.04891	1.76027	0.9575	3.72116	0.71665	3.00975	4.85597	2.13804	0.23011
2598.0199	0.60257	1.0502	1.7593	0.95935	3.71133	0.7148	2.99701	4.84403	2.12868	0.22946
2596.09115	0.60504	1.06044	1.76751	0.97031	3.72477	0.71928	3.00619	4.86576	2.13825	0.22917
2594.16241	0.61272	1.07161	1.77698	0.98162	3.74433	0.72708	3.02563	4.89591	2.15303	0.22765
2592.23366	0.61835	1.07525	1.7799	0.98381	3.74656	0.73114	3.03264	4.90028	2.15437	0.22748
2590.30492	0.62095	1.0732	1.779	0.98097	3.74068	0.72974	3.0314	4.89159	2.15161	0.23021
2588.37617	0.62147	1.06889	1.77708	0.97899	3.73739	0.72584	3.02853	4.88397	2.15304	0.23267
2586.44743	0.62041	1.0623	1.77025	0.97421	3.72698	0.72228	3.016	4.86671	2.1466	0.23102
2584.51868	0.62077	1.05751	1.76156	0.96658	3.71126	0.72173	2.99954	4.84777	2.13593	0.22812
2582.58994	0.62366	1.05981	1.76309	0.9636	3.70737	0.72491	2.99634	4.85	2.13718	0.22927
2580.66119	0.62283	1.06438	1.77367	0.96496	3.71195	0.72968	3.00196	4.86254	2.14493	0.23199
2578.73245	0.61588	1.0649	1.77957	0.96523	3.70955	0.73012	3.00065	4.85923	2.14616	0.23125
2576.8037	0.61265	1.06745	1.78152	0.96801	3.71267	0.72415	3.00216	4.85575	2.1462	0.22955
2574.87496	0.61679	1.07665	1.79018	0.97689	3.73556	0.72057	3.02063	4.87875	2.15524	0.23231
2572.94621	0.61846	1.08355	1.79743	0.98347	3.75092	0.72337	3.03423	4.89985	2.16195	0.23566
2571.01746	0.61479	1.08249	1.79153	0.97905	3.7385	0.72617	3.02509	4.88864	2.15546	0.23354
2569.08872	0.61217	1.07831	1.78323	0.96909	3.72233	0.72651	3.01475	4.87021	2.14955	0.23093
2567.15997	0.61284	1.0744	1.78412	0.96584	3.72395	0.72701	3.01913	4.87112	2.15287	0.2331
2565.23123	0.61615	1.07486	1.79077	0.97038	3.7396	0.7285	3.02976	4.88851	2.15921	0.23474
2563.30248	0.62169	1.08079	1.79455	0.97156	3.75041	0.72859	3.03471	4.90107	2.16236	0.23103
2561.37374	0.62826	1.08527	1.79372	0.9668	3.74628	0.7267	3.0301	4.89676	2.15992	0.22805
2559.44499	0.63309	1.08826	1.7957	0.96669	3.74196	0.72638	3.02532	4.89359	2.1581	0.23139
2557.51625	0.63485	1.09319	1.8021	0.97443	3.74724	0.72832	3.02874	4.90213	2.16463	0.23615
2555.5875	0.63556	1.09697	1.80695	0.98192	3.75644	0.72972	3.03452	4.91205	2.17616	0.23618
2553.65876	0.63502	1.09933	1.80795	0.98446	3.76387	0.72952	3.03655	4.91631	2.18242	0.23172
2551.73001	0.63281	1.10039	1.8076	0.98526	3.76342	0.72962	3.03677	4.91553	2.18072	0.2266
2549.80127	0.63355	1.09743	1.80908	0.98748	3.75888	0.73367	3.0377	4.9177	2.18018	0.22442
2547.87252	0.63782	1.09443	1.81146	0.98975	3.76166	0.74144	3.04025	4.92768	2.18602	0.22711
2545.94378	0.63853	1.09531	1.81087	0.98937	3.76529	0.7464	3.04121	4.93245	2.18892	0.23105
2544.01503	0.63456	1.09558	1.80648	0.98655	3.75626	0.74425	3.03374	4.91879	2.18033	0.23141
2542.08629	0.63273	1.09384	1.80177	0.984	3.74214	0.73707	3.02026	4.89793	2.16724	0.23199
2540.15754	0.63507	1.09516	1.80188	0.98319	3.74201	0.72874	3.01651	4.89373	2.16469	0.23546
2538.22879	0.63736	1.10043	1.80542	0.9834	3.75473	0.72374	3.02667	4.90733	2.17513	0.23745
2536.30005	0.63542	1.10348	1.80433	0.98249	3.75799	0.72505	3.03069	4.91222	2.1827	0.23642
2534.3713	0.62957	1.10124	1.7977	0.97952	3.7449	0.73002	3.01994	4.89716	2.17902	0.23309
2532.44256	0.62461	1.09953	1.7901	0.9769	3.72739	0.7337	3.00652	4.87654	2.16988	0.22962
2530.51381	0.62542	1.10108	1.78606	0.97721	3.71755	0.73454	2.99959	4.86518	2.16164	0.23154
2528.58507	0.63181	1.10231	1.79265	0.98047	3.72653	0.73432	3.0069	4.87546	2.16247	0.23791
2526.65632	0.63666	1.104	1.80658	0.98523	3.74759	0.7359	3.02613	4.90388	2.1735	0.24131
2524.72758	0.63648	1.10898	1.81729	0.98982	3.76326	0.74021	3.04194	4.93178	2.18709	0.24079
2522.79883	0.63807	1.11346	1.823	0.99226	3.77142	0.74356	3.04964	4.94933	2.19775	0.23929
2520.87009	0.64393	1.11106	1.82418	0.99211	3.77147	0.74232	3.05088	4.94992	2.20086	0.23731
2518.94134	0.64543	1.10285	1.82085	0.99026	3.75983	0.73881	3.04168	4.93089	2.19416	0.23614
2517.0126	0.63826	1.09711	1.81531	0.98776	3.74564	0.73516	3.02927	4.90924	2.18314	0.23483
